job_title,job_id,job_url,announcement_date,cap_bac,expiration_date,job_description,job_requirements,other_info,company_id,lb_salary,ub_salary,lb_kinh_nghiem,ub_kinh_nghiem
Import & Export Executive,35BB8AA3,https://careerbuilder.vn/vi/tim-viec-lam/import-export-executive.35BB8AA3.html,2023-03-03,Nhân viên,2023-04-03,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>• Prepare the documents and follow-up with the Shipping Lines/Forwarders to ensure the smooth shipments.<br>• Co-operate with other related teams to handle the shipment effectively.<br>• Update and advise the new regulations from the government.<br>• Prepare documents to open LC or make payment request.</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p>• Bachelor of Foreign Trade, Economics, Import-Export...<br>• At least 2 years of experience at same position, prefer to be at manufacturing environment.<br>• Good communication and negotiation skills.<br>• Good command of English.</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Đại học
         </li>
            	  	              		<li> Độ tuổi:
                Không giới hạn tuổi
         
	</li>
	    	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C02053,Unknown,Unknown,2,4
[TAM SON] HCM - CASHIER AT STORE (RETAIL),35BB8AA8,https://careerbuilder.vn/vi/tim-viec-lam/tam-son-hcm-cashier-at-store-retail.35BB8AA8.html,2023-03-03,Nhân viên,2023-04-13,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p style=""margin-left:22.9pt"">•   Greets customers including answering phones and directing customer inquiries to appropriate party.<em>.</em></p>

<p style=""margin-left:22.9pt"">•   Handles cash transactions between customer and retail store.</p>

<p style=""margin-left:22.9pt"">•   Answers routine billing questions/issues from customers.</p>

<p style=""margin-left:22.9pt"">•   Receives and processes all payments according to standard procedures.</p>

<p style=""margin-left:22.9pt"">•   Scan products, operate scanning equipment and fix scanning issues.</p>

<p style=""margin-left:22.9pt"">•   Processes credit and debit cards, helping customers use processing equipment.</p>

<p style=""margin-left:22.9pt"">•   Counts money back to customer in an accurate and concise manner.</p>

<p style=""margin-left:22.9pt"">•   Assists in the opening and closing of a retail location which includes and but not limited to cash handling and deposits.</p>

<p style=""margin-left:22.9pt"">•   Accepting payments, ensuring all prices and quantities are accurate and proving a receipt to every customer.</p>

<p style=""margin-left:22.9pt"">•   Informs customers about services available and assesses customer needs.</p>

<p style=""margin-left:22.9pt"">•   Examine products being purchased for damages and price accuracy.</p>

<p style=""margin-left:22.9pt"">•   Coordinate with retail staff for product inquiries and price checks.</p>

<p style=""margin-left:22.9pt"">•   Process receipts and in store coupons for customers.</p>

<p style=""margin-left:22.9pt"">•   Assists in the maintenance of store front and retail displays.</p>

<p style=""margin-left:22.9pt"">•   Help stock shelves in proximity of the cash register.</p>

<p style=""margin-left:22.9pt"">•   Completes, processes, and maintains applicable paperwork and records.</p>

<p style=""margin-left:22.9pt"">•   Count the cash in the drawer at the end of the day ensuring cash equals receipts.</p>

<p style=""margin-left:22.9pt"">•   Performs daily, weekly and monthly audits of cash intake or cash drawers.</p>

    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p><strong>3. Requirements</strong></p>

<ul>
	<li><em><strong>1-2 years minimum of customer service, sales or cashier experience</strong></em></li>
	<li>Track record of honesty and loyalty</li>
	<li>Experience in a position that required trust</li>
	<li>Minimum: High School Diploma or equivalency</li>
	<li>Preferred: Associates Degree</li>
	<li>English communication.</li>
</ul>

<p><strong>2. Core Competencies</strong><strong>/ <em>Năng lực cốt lõi</em></strong></p>

<ul>
	<li>Positive thinking</li>
	<li>Proactive/ Loyalty</li>
</ul>

<p><strong>3. Skills: </strong></p>

<ul>
	<li>Excellent oral and written communication skills</li>
	<li>Must be able to speak clearly</li>
	<li>Detail oriented and highly observant</li>
	<li>Precise accuracy with money counting</li>
	<li>Very customer oriented with a good attitude</li>
	<li>Ability to prioritize tasks and process multiple tasks simultaneously</li>
	<li>Possesses strong mathematical skills</li>
	<li>Understanding of basic statistics</li>
	<li>Cash handling experience preferred</li>
	<li>Familiarity with electronic equipment, like cash register and POS</li>
	<li>Ability to stay positive in high stress situations.</li>
	<li>Proven good customer service background</li>
	<li>Basic PC knowledge</li>
</ul>

    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                	  	              		<li> Độ tuổi:
                Không giới hạn tuổi
         
	</li>
	    	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C01613,Unknown,Unknown,1,3
LEGAL SUPERVISOR,35BB8AA5,https://careerbuilder.vn/vi/tim-viec-lam/legal-supervisor.35BB8AA5.html,2023-03-03,Trưởng nhóm / Giám sát,2023-03-03,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>o Timely advise superiors on activities and work related to law (such as labor law, partnership, international cooperation, corporate finance,... ).</p><p>o Provide legal advice to business on legal related matters</p><p>o Review ,update or enhance internal process ;- Complete official letters to customer or reports to regulators from Other Departments</p><p>o Arttend the nessary meetings and advised on contractual matters if there are critical isuues</p><p>o Review, update or enhance internal process</p><p>o Research and evaluate various potential risk factors related to production and business activities of enterprises.</p><p>o Contact and negotiate with the company's partners (including public authorities, state management agencies,... ) to build relationships and trust at work.</p><p>o Drafting and strengthening pacts, agreements, contracts and other legal documents to ensure that companies and enterprises have full legal status.</p><p>o Clarify legal issues for company leaders and employees.</p><p>o Continually update the changes in company policies and State laws.</p><p>o Working conscientiously and with high sense of responsibility.</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p>o   Bachelor's degree in Law or Higher.</p><p>o  Work Experience at least 2 years in Law Firm , Bank , Finance service , preferrably in consumer industry or finanace area </p><p>o   Understanding the law, litigation process, legal document procedures,...</p><p>o   Having worked in a professional such as lawyer , internal audit , external audit ,compliance  consult or as a regulator</p><p>o   Good English communication and working follow-up</p><p>o   The ability to analyze situations and multidimensional information.</p><p>o   Assertive, capable of making independent decisions.</p><p>o   Trustworthy and has good information security ability.</p><p>o   Dedicated and high sense of responsibility in work.</p><p>o   Male / Age 35~45</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Đại học
         </li>
                  <li> Giới tính:
         Nam
         </li>
      	  	              		<li> Độ tuổi:
                        35 - 45
                 
	</li>
	    	                <li>Lương: 
                  20 Tr - 40 Tr
       VND
          </li>
  </ul>
  </div>
</div>",C01674,20.0,40.0,3,5
[Liobank] Outbound Line Specialist,35BB8AA9,https://careerbuilder.vn/vi/tim-viec-lam/liobank-outbound-line-specialist.35BB8AA9.html,2023-03-03,Nhân viên,2023-05-01,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>Handling customers' queries professionally via phone/ email/ chat/ social media.<br> Contact customers by phone to advise, support and encourage customers to experience the<br>product;<br> Assist customers to finish onboarding procees<br> Inform customers about new features in the mobile application<br> Use prepared scenarios to influence customers in using the product and tailor the scenario to<br>meet the needs of specific customers;<br> Provide detailed product information and answer customer inquiries;<br> Record customer feedback on products;<br> Conduct customer surveys if needed.</p>

    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p style=""text-align:justify""> Minimum education background of college degree.</p>

<p style=""text-align:justify""> Excellent verbal communication skills.</p>

<p style=""text-align:justify""> Professional tone.</p>

<p style=""text-align:justify""> Ability to remain calm under pressure.</p>

<p style=""text-align:justify""> Can speak English</p>

    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Cao đẳng
         </li>
            	  	              		<li> Độ tuổi:
                Không giới hạn tuổi
         
	</li>
	    	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C01584,Unknown,Unknown,1,2
NHÂN VIÊN HÀNH CHÍNH NHÂN SỰ,35BB853F,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-hanh-chinh-nhan-su.35BB853F.html,2023-03-03,Nhân viên,2023-03-31,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>Mục tiêu công việc:<br>Hoàn thành mục tiêu tuyển chọn nhân viên bằng cách tuyển mộ và đánh giá ứng viên việc làm; tư vấn giám đốc; quản lý chương trình tái định vị và thực tập<br><strong>MÔ TẢ CÔNG VIỆC:</strong><br>- Xác định yêu cầu của ban quản trị đối với ứng viên bằng cách nghiên cứu mô tả việc làm và tiêu chuẩn tuyển dụng.<br>- Thu hút ứng viên bằng cách đăng thông báo tuyển dụng; liên hệ với các chuyên viên tuyển dụng, sử dụng bản tin nhóm và các trang web việc làm.<br>- Sắp xếp lịch hẹn phỏng vấn + lập thời gian biểu.<br>- Xác định tiêu chuẩn ứng viên bằng cách phỏng vấn ứng viên; phân tích câu trả lời; so sách năng lực ứng viên với yêu cầu công việc.<br>- Đánh giá ứng viên bằng cách thảo luận yêu cầu của công việc và năng lực ứng viên với giám đốc.<br>- Cải thiện sức thu hút của tổ chức bằng các chính sách và phương thức tiếp cận ứng viên mới.</p><p><br>- Quản lý chương trình thực tập bằng cách tổ chức định hướng; lập kế hoạch luân chuyển và phân công nhiệm vụ; theo dõi đóng góp của thực tập sinh; huấn luyện thực tập sinh.<br>- Tư vấn giám đốc về công tác đào tạo.<br>- Hoàn thành nhiệm vụ đặt ra cho phòng nhân sự và nhiệm vụ của công ty bằng cách đạt đựơc những kết quả liên quan theo yêu cầu.</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p>- Cử nhân Quản trị nguồn nhân lực, Quản trị kinh doanh, Pháp lý hoặc lĩnh vực liên quan khác<br>- 1 năm làm ở vị trí tương đương<br>- N3 JLPT, có khả năng giao tiếp tiếng Nhật tương đương<br>- Có kỹ năng nghiên cứu và kiến thức cơ bản về luật lao động và luật doanh nghiệp<br>- Sử dụng thành thạo MS Office</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Cao đẳng
         </li>
            	  	              <li> Thời gian thử việc: Thử việc : 1 tháng </li>
        		<li> Độ tuổi:
                        25 - 35
                 
	</li>
	    <li> Thời gian làm việc: Thứ 2 ~ Thứ 7 (08:00 ~ 17:00) </li>
            <li> Đồng nghiệp: Đội ngũ nhân sự trẻ trung - năng động </li>
    	        <li> Phúc lợi:      <p>- Review lương 1 lần/năm.<br>
- Bảo hiểm sức khỏe và tai nạn 24/7 cho Nhân viên.<br>
- Khám sức khỏe định kỳ hàng năm<br>
- Du lịch mỗi năm 1 lần theo công ty</p>
       </li>
                <li>Lương: 
                  8 Tr - 15 Tr
       VND
          </li>
  </ul>
  </div>
</div>",C02054,8.0,15.0,1,5
Trưởng Văn phòng Đại diện,35BB8AA2,https://careerbuilder.vn/vi/tim-viec-lam/truong-van-phong-dai-dien.35BB8AA2.html,2023-03-03,Quản lý,2023-03-31,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>· Chịu trách nhiệm quản lý, điều hành tất cả những hoạt động tại Văn phòng đại diện của Công ty tại Chi nhánh Ninh Thuận.</p><p>· Quản lý và đảm bảo các Cán bộ và Nhân viên trong chi nhánh thực hiện tốt nhất nhiệm vụ được giao.</p><p>· Đào tạo, hướng dẫn, đôn đốc, kiểm tra nhân viên tại mục tiêu theo yêu cầu của khách hàng.</p><p>· Thay mặt Công ty xử lý các sự cố liên quan đến khách hàng, thiết lập mối quan hệ tốt với khách hàng tại Ninh Thuận.</p><p>· Phối hợp trong công tác tuyển dụng cán bộ nghiệp vụ, chỉ huy mục tiêu tại chi nhánh Ninh Thuận.</p><p>· Phối hợp với Chỉ huy mục tiêu để chủ động tìm kiếm nguồn nhân lực và dự phòng nhân lực cho chi nhánh. Phải đảm bảo cho các mục tiêu luôn đủ nhân lực và sẵn sàng nhân lực cho triển khai mục tiêu mới. Sắp xếp, bố trí, điều động nhân viên làm việc phù hợp trong chi nhánh.</p><p>· Thực hiện các công việc khác theo yêu cầu của Ban Giám đốc.</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <ul><li>Độ tuổi từ 35 đến không quá 50 tuổi.</li><li>Có kinh nghiệm ít nhất từ 3 năm làm ở các vị trí tương đương.</li><li> Am hiểu các quy tắc, quy định về bảo vệ.</li><li>Có khả năng thuyết phục truyền đạt.</li><li>Có khả năng quản lý, điều hành.</li><li>Lý lịch trong sạch, thẳng thắn, tác phong chuẩn mực.</li><li>Có tinh thần trách nhiệm, khả năng giải quyết vấn đề tốt.</li><li>Có kỹ năng giao tiếp và ứng xử tốt.</li><li>Thành thạo tin học văn phòng.</li></ul><p><strong>Quyền lợi</strong></p><ul><li>Thu nhập: Từ 12.000.000 đồng trở lên.</li><li>Thử việc: 02 tháng 85% lương chính thức.</li><li>Được tham gia các BHXH, BHYT, BHTN theo Luật Lao động.</li><li>Được thưởng theo tình hình hoạt động của công ty vào mỗi cuối năm.</li><li>Làm việc trong môi trường năng động, chuyên nghiệp có nhiều cơ hội thăng tiến.</li><li>Công ty hỗ trợ nhà ở cho cấp bật quản lý</li></ul>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                	  	              		<li> Độ tuổi:
                        35 - 50
                 
	</li>
	    	                <li>Lương: 
                  Trên  
      12 Tr
       VND
          </li>
  </ul>
  </div>
</div>",C02055,12.0,16.799999999999997,3,40
Content Marketing,35BB8AAB,https://careerbuilder.vn/vi/tim-viec-lam/content-marketing.35BB8AAB.html,2023-03-03,Nhân viên,2023-04-03,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>• Sản xuất nội dung trên các kệnh truyền thông thông (Tin tức nội dung trên website, Nội dung trên mạng xã hội, Email, nội dung PR bên ngoài, Nội dung seeding,…).<br>• Tham gia cùng team xây dựng và quản lý các chiến dịch Marketing, đóng góp các ý tưởng nội dung sáng tạo cho chiến dịch Digital Marketing.<br>• Theo dõi feedback của khách hàng để đưa ra các điều chỉnh hợp lý và có thêm nội dung sáng tạo.<br>• Có quy trình content chi tiết cho các kênh truyền thông của doanh nghiệp.<br>• Phát triển các trang mạng xã hội của công ty như facebook, Youtube, Tiktok,…<br>• Viết bài PR theo nội dung cấp trên yêu cầu trưởng nhóm.</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p>• Tốt nghiệp Đại học (chuyên ngành kinh tế, marketing, truyền thông,…..)<br>• Có chuyên môn về truyền thông cơ bản và phân tích thị trường.<br>• Có khả năng chỉnh sửa ảnh, tạo nội dung thông qua hình ảnh.<br>• Hiểu biết về các công cụ hỗ trợ công việc content marketing.<br>• Có cơ hội lập chiến lược, report, thuyết trình, trình bày ý tưởng.<br>• Có khả năng sang tạo và làm việc nhóm.<br>• Viết lách tốt, hiểu rõ về dịch vụ công ty lẫn thương hiệu.<br>Quyền lơi:<br>• Mức lương: 7-10M<br>• Có cơ hội thăng tiến<br>• Được hưởng đầy đủ chế độ nghỉ lễ, nghỉ phép theo luật lao động, luật BHXH;<br>• Được tham gia các hoạt động văn hóa tinh thần, quan tâm, hỗ trợ của Công ty như đi du xuân, nghỉ mát, picnic, sinh nhật,...<br>💌Thời gian làm việc: 8h - 17h (từ thứ 2 - thứ 6)<br>📌 Địa điểm: Lầu 2, số 225 Nguyễn Xí, Phường 13, Quận Bình Thạnh, TPHCM.</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Đại học
         </li>
            	  	              		<li> Độ tuổi:
                Không giới hạn tuổi
         
	</li>
	    	                <li>Lương: 
                  7 Tr - 10 Tr
       VND
          </li>
  </ul>
  </div>
</div>",C00165,7.0,10.0,Unknown,Unknown
"Quản lý kênh Nhà sách, siêu thị",35BB8A8E,https://careerbuilder.vn/vi/tim-viec-lam/quan-ly-kenh-nha-sach-sieu-thi.35BB8A8E.html,2023-03-03,Quản lý,2023-03-31,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>-    Xây dựng kế hoạch kinh doanh của Kênh trình Giám đốc/ Phó Giám đốc Chi nhánh xem xét, phê duyệt ;</p><p>-    Tổ chức thực hiện các biện pháp duy trì và phát triển doanh số của Kênh ;</p><p>-    Tổ chức bán hàng, vận chuyển, giao hàng cho khách ;</p><p>-    Kiểm soát thực hiện cập nhật thông tin khách hàng và chăm sóc khách hàng ;</p><p>-    Phối hợp với phòng chuyên môn phát triển sản phẩm mới ;</p><p>-    Quản lý, điều hành công việc của nhân viên ;</p><p>-    Thực hiện báo cáo định kỳ và theo yêu cầu ;</p><p>-    Các công việc khác thuộc chức năng nhiệm vụ của Đơn vị.</p><p>-    <strong>Văn phòng: </strong>Lô 10, đường số 04, KCN Tân Tạo, Tân Tạo A, Bình Tân, TP. Hồ Chí Minh</p><p>-    <strong>Thị trường làm việc:</strong> TP. Hồ Chí Minh</p><p>-    <strong>Mức lương</strong>: 10 - 20 triệu/đồng</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p><strong>- Trình </strong><strong>độ</strong>: Đại học chuyên ngành quản trị kinh doanh, kinh tế hoặc tương đương;</p><p>- <strong>Kinh nghiệm</strong>: tối thiểu 03 năm kinh nghiệm quản lý Kênh MT;<br>- <strong>Kỹ năng/khả năng</strong>:</p><p>+ Lập kế hoạch kinh doanh;<br>+ Thu thập, tổng hợp thông tin và báo cáo;<br>+ Giao tiếp, đàm phán, thuyết phục;<br>+ Phân tích và giải quyết vấn đề;<br>+ Quản lý, giám sát, điều hành công việc của nhân viên;<br>+ Thành thạo tin học văn phòng.</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Cao đẳng
         </li>
            	  	              <li> Thời gian thử việc: 2 tháng </li>
        		<li> Độ tuổi:
                        25 - 50
                 
	</li>
	    	                <li>Lương: 
                  10 Tr - 20 Tr
       VND
          </li>
  </ul>
  </div>
</div>",C01382,10.0,20.0,2,5
NHÂN VIÊN BẢO TRÌ,35BB8AA6,https://careerbuilder.vn/vi/tim-viec-lam/nhan-vien-bao-tri.35BB8AA6.html,2023-03-03,Nhân viên,2023-02-17,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>- Kiểm tra, sửa chữa, bảo dưỡng ,thay thế hệ thống thiết bị và máy móc trong dây chuyền sản xuất thức ăn chăn nuôi</p><p>- Chế tạo cải tiến các thiết bị trong nhà máy;</p><p>- Báo cáo tiến độ công việc và lên kế hoạch danh sách các thiết bị bảo trì hàng tháng</p><p>- Tham gia hoạt động an toàn của nhà máy</p>
    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p>- Nhân viên Nam</p><p>- Tốt nghiệp các chuyện ngành: Điện công nghiệp; Điện dân dụng; Cơ Khí, ...</p><p>- Có sức khỏe tốt; có tinh thần học hỏi và trách nhiệm với công việc</p><p>- Ưu tiên các bạn sinh viên mới (hoặc sắp) ra trường – Sẽ được đào tạo</p><p>- Ưu tiên các bạn có hộ khẩu tại Hưng Yên</p><p>- Kỹ năng làm việc nhóm</p>
    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Đại học
         </li>
            	  	        <li> Phụ cấp khác:        <p>- Thưởng theo tình hình sản xuất kinh doanh của công ty<br>
- Lương tháng 13 theo quy định<br>
- Nghỉ hai ngày thứ 7 trong tuần<br>
-  Hỗ trợ các thiết bị làm việc<br>
- Chế độ khác theo quy định của công ty<br>
- Hỗ trợ xe đưa đón</p>
         </li>
                  <li> Thời gian thử việc: 60 ngày </li>
            <li> Cơ hội huấn luyện: Đào tạo bài bản, chuyên nghiệp </li>
    		<li> Độ tuổi:
                        22 - 30
                 
	</li>
	    <li> Thời gian làm việc: 7h30 Sáng đến 16h30 Chiều </li>
            <li> Đồng nghiệp: Năng động, thân thiện </li>
    	        <li> Phúc lợi:      <p>-  Môi trường làm việc năng động, thân thiện, chương trình đào tạo bài bản<br>
- Cơ hội thăng tiến cao<br>
- Mức lương, thưởng:  Hấp dẫn <br>
-  Xét duyệt tăng lương hàng năm<br>
-  Đóng bảo hiểm và các chế độ BHXH, Bảo hiểm 24h</p>
       </li>
            <li> Ngày nghỉ: 2 ngày thứ 7 trong tháng và chủ nhật </li>
            <li>Lương: 
                  7,5 Tr - 8,5 Tr
       VND
          </li>
  </ul>
  </div>
</div>",C02056,7.5,8.5,Unknown,Unknown
Kiểm Soát Viên - PGD Long Xuyên (An Giang),35BB8AB0,https://careerbuilder.vn/vi/tim-viec-lam/kiem-soat-vien-pgd-long-xuyen-an-giang.35BB8AB0.html,2023-03-03,Quản lý,2023-04-03,"<div class=""detail-row reset-bullet"">
        <h2 class=""detail-title"">Mô tả Công việc</h2>
        <p>- Kiểm tra và phê duyệt các giao dịch trên các hệ thống (do GDV thực hiện) theo hạn mức và thẩm quyền được phê duyệt.<br>- Kiểm tra, kiểm soát tính hợp lệ, hợp pháp, đầy đủ và chính xác của các chừng từ liên quan đến giao dịch trong việc cung ứng sản phẩm/dịch vụ ngân hàng tại quầy theo quy định của VietABank.... và các văn bản/giấy tờ khác có liên quan đến hoạt động của Đơn vị.<br>- Hỗ trợ Lãnh đạo Phòng quản lý, giám sát, điều phối và xử lý các vấn đề phát sinh trong hoạt động giao dịch tại quầy và công tác phục vụ Khách hàng của CV TVDV TCCN, Giao dịch viên tại Đơn vị.<br>- Tham gia/hỗ trợ thực hiện hoạt động kinh doanh đối với mảng nghiệp vụ kinh doanh của Phòng/Bộ phận DVKH.<br>- Hỗ trợ Lãnh đạo Phòng triển khai và giám sát việc tuân thủ các tiêu chuẩn chất lượng dịch vụ của VietABank.</p>

<p><strong>Địa điểm làm việc: </strong>1-3 Trần Quốc Toản, P. Mỹ Bình, TP. Long Xuyên, tỉnh An Giang.</p>

    </div>","<div class=""detail-row"" reset-bullet>
        <h2 class=""detail-title"">Yêu Cầu Công Việc</h2>
        <p>- Tốt nghiệp Đại học trở lên các chuyên ngành có liên quan: Kế toán - Tài chính Ngân hàng, Quản trị Kinh doanh, ...<br>- Ngoại ngữ: Có khả năng đọc, hiểu tài liệu chuyên ngành hoặc tương đương trình độ B (Tiếng Anh) trở lên.<br>- Vi tính: Có khả năng sử dụng thành thạo các phần mềm Microsoft Word, Excel, Powerpoint.<br><strong>-  Kinh nghiệm: </strong>Tối thiểu 2 năm làm việc ở vị trí Kế toán viên/Giao dịch viên trong ngành ngân hàng, hoặc tối thiểu 1 năm làm việc ở vị trí Kiểm soát viên trong ngành ngân hàng.</p>

<p><strong>QUYỀN LỢI</strong></p>

<p style=""margin-left:0px !important; margin-right:0px"">- Mức lương hấp dẫn, thưởng định kỳ các dịp lễ, lộ trình phát triển sự nghiệp lâu dài</p>

<p style=""margin-left:0px !important; margin-right:0px"">- Môi trường làm việc vui hết sẩy có VietABank's Got Talent, Shark tank VietABank, Duyên dáng VietABank</p>

<p style=""margin-left:0px !important; margin-right:0px"">- Đặc biệt được hưởng phúc lợi VietABank Care dành cho Cán bộ nhân viên và người thân</p>

<p style=""margin-left:0px !important; margin-right:0px"">- Được cấp máy tính làm việc, điện thoại và nhiều loại phụ cấp hấp dẫn khác tùy vị trí</p>

    </div>","<div class=""detail-row"">
  <h3 class=""detail-title"">Thông tin khác</h3>
  <!-----
<div class=""content_fck "">
  ------>
<div class=""content_fck "">
  <ul>
                <li> Bằng cấp:
                Đại học
         </li>
            	  	              		<li> Độ tuổi:
                Không giới hạn tuổi
         
	</li>
	    	                <li>Lương: 
      Cạnh tranh
          </li>
  </ul>
  </div>
</div>",C01583,Unknown,Unknown,1,2
